-4.967817363957213184e-01 9.799875830778481678e-01 4.967141530112326869e-03
-4.950600190655903843e-01 9.736655119247926704e-01 -1.382643011711846576e-03
-4.947703864570872634e-01 9.815308504364530506e-01 6.476885381006924729e-03
-4.944942008395791788e-01 9.902901117889713056e-01 1.523029856408025448e-02
-4.942413395018784295e-01 9.727238971926864819e-01 -2.341533747233359632e-03
-4.924371250218578799e-01 9.727714479826728988e-01 -2.341369569491805538e-03
-4.923359673507746725e-01 9.909079815375897438e-01 1.579212815507391454e-02
-4.906683801729067040e-01 9.828460377236440948e-01 7.674347291529087962e-03
-4.889687355713527861e-01 9.705450757868370193e-01 -4.694743859349521584e-03
-4.878915247651125497e-01 9.807144492418756743e-01 5.425600435859647026e-03
-4.878792253561067271e-01 9.706552578475327042e-01 -4.634176928124622563e-03
-4.875959637226852106e-01 9.706457957352141452e-01 -4.657297535702568589e-03
-4.873924800242409594e-01 9.777327208432264882e-01 2.419622715660341063e-03
-4.819934443995455009e-01 9.565044877026475101e-01 -1.913280244657798029e-02
-4.817674173236383695e-01 9.584041409070506168e-01 -1.724917832513032934e-02
-4.808077231769433135e-01 9.701006881280873628e-01 -5.622875292409726909e-03
-4.790550389690871880e-01 9.657326433877236882e-01 -1.012831120334423823e-02
-4.781766032245104991e-01 9.790766969814719278e-01 3.142473325952738986e-03
-4.763614139536636038e-01 9.670146653785786084e-01 -9.080240755212109702e-03
-4.758082361086447554e-01 9.620233137549254465e-01 -1.412303701335291574e-02
-4.743579341935643123e-01 9.909431801225699887e-01 1.465648768921554157e-02
-4.741880930505130154e-01 9.740458805939510301e-01 -2.257763004865356686e-03
-4.738032914679352059e-01 9.770177303521111467e-01 6.752820468792383691e-04
-4.728325787744401820e-01 9.621953121881169357e-01 -1.424748186213456794e-02
-4.700264101273220474e-01 9.713087075633812795e-01 -5.443827245251826701e-03
-4.696129403031631400e-01 9.779098518824134167e-01 1.109225897098660906e-03
-4.693474977941939352e-01 9.653218943363772730e-01 -1.150993577422302835e-02
-4.684138551743579626e-01 9.807006103351049164e-01 3.756980183456719476e-03
-4.668106454375737790e-01 9.711366164317007943e-01 -6.006386899188050250e-03
-4.663863998167173675e-01 9.742803801544149822e-01 -2.916937497932768023e-03
-4.653297332735166769e-01 9.713183459291934163e-01 -6.017066122293968956e-03
-4.646886450597609297e-01 9.959439261888499706e-01 1.852278184508937900e-02
